ProductName,FotoName,FotoCode,Quantity,Price,RetailPrice
Р-5281,Красный,000003613,0,"2160,00","2280,00"
Р-5281,Голубой,000003605,"5,00","2160,00","2280,00"
Р-5281,Бордо,000003604,0,"2160,00","2280,00"
Р-5281,Белый,000003603,"7,00","2160,00","2280,00"
Р-5281,Кофейный,100003176,0,"2160,00","2280,00"
Р-5281,Аттика Бордо,100003588,"2,00","2160,00","2280,00"
Р-5281,Лазурный,100003596,0,"2160,00","2280,00"
Р-5281,Аттика Песочный,100003590,"4,00","2160,00","2280,00"
Р-5281,Крокодил Черный,100003595,0,"2160,00","2280,00"
Р-5281,Фисташковый,100003597,"4,00","2160,00","2280,00"
Р-5281,Аттика Коричневый тем,100003589,"2,00","2160,00","2280,00"
Р-5281,Крокодил Теракотовый,100003594,"2,00","2160,00","2280,00"
Р-5281,Коричнево-рыжий,100003591,"1,00","2160,00","2280,00"
Р-5281,Крокодил Белый,100003592,"2,00","2160,00","2280,00"
Р-5281,Крокодил Серый,100003593,"1,00","2160,00","2280,00"
Р-5333,СерыйП - Бордо,100003400,"4,00","1560,00","2380,00"
Р-5333,ЧерныйП - Бирюза,100003399,"8,00","1560,00","2380,00"
Р-5333,СинийП,100003401,"7,00","1560,00","2380,00"
Р-5333,ЧерныйП,100003396,"10,00","1560,00","2380,00"
Р-5333,ЧерныйП - Изумруд,100003397,"5,00","1560,00","2380,00"
Р-5333,ИзумрудП - Желтый,100003403,"7,00","1560,00","2380,00"
Р-5333,ЧерныйП - Серо-синий,100003398,"6,00","1560,00","2380,00"
Р-5333,БирюзаП - Дымчатый,100003405,"5,00","1560,00","2380,00"
Р-5333,СинийП - Сапфир,100003402,"8,00","1560,00","2380,00"
Р-5333,БирюзаП - Пончики мята,100004519,0,"1560,00","2380,00"
Р-5333,ЧерныйП - ПончикиГазета черный,100004532,0,"1560,00","2380,00"
Р-5333,ЧерныйП - Полосы черно-сине-белые,100004531,0,"1560,00","2380,00"
Р-5333,СинийП - ЦветыПастель голубой,100004529,0,"1560,00","2380,00"
Р-5333,КоричневыйП - ПончикиГазета беж,100004523,0,"1560,00","2380,00"
Р-5333,ХакиП - Крокодил хаки-мята,100004530,0,"1560,00","2380,00"
Р-5333,Бордо тем - БабочкиЦветы бордо-серый,100004520,0,"1560,00","2380,00"
Р-5333,СерыйП - ЦветыПастель серый,100004525,0,"1560,00","2380,00"
Р-5333,Сине-фиолетовыйП - БабочкиЦветы синий-серый,100004527,0,"1560,00","2380,00"
Р-5333,Сине-фиолетовыйП - ЦветыРозы серо-синий,100004528,0,"1560,00","2380,00"
Р-5333,БордоП - ЦветыПастель лилово-розовый,100004521,0,"1560,00","2380,00"
Р-5333,ИзумрудП - ЦветыПастель мята,100004522,"3,00","1560,00","2380,00"
Р-5333,Сине-фиолетовыйП - Крокодил синий,100004526,0,"1560,00","2380,00"
Р-5333,СерыйП - ПончикиГазета серая,100004524,0,"1560,00","2380,00"
Р-5333,Серо-синийП - ПончикиГазета серая,100004533,0,"1560,00","2380,00"
Р-5333,СинийП - Пончики голубой,100004744,0,"1560,00","2380,00"
Р-5333,ЧерныйП - Северное сияние,100004743,"6,00","1560,00","2380,00"
Р-5333,Бордо,100003170,"6,00","1560,00","2380,00"
Р-5333,Черный - Бежевый,100003179,"9,00","1560,00","2380,00"
Р-5333,Фиолетовый - Бирюзовый,100003182,"2,00","1560,00","2380,00"
Р-5333,Черный,100003165,"10,00","1560,00","2380,00"
Р-5333,Бирюза,100003166,"4,00","1560,00","2380,00"
Р-5333,Бордо - Персик,100003177,"7,00","1560,00","2380,00"
Р-5333,Зеленый,100003167,"2,00","1560,00","2380,00"
Р-5333,Персиковый,100003168,"4,00","1560,00","2380,00"
Р-5333,Синий темный - Серый светлый,100003178,"4,00","1560,00","2380,00"
Р-5333,Фиолетовый - Розовый,100003181,"1,00","1560,00","2380,00"
Р-5333,Черный - Зеленый,100003180,"3,00","1560,00","2380,00"
Р-5333,Серый темный - Бирюза,100003653,"9,00","1560,00","2380,00"
Р-5333,Хаки - Оливковый,100003654,"1,00","1560,00","2380,00"
Р-5333,Черный - Серый темный,100003655,"1,00","1560,00","2380,00"
Р-5414,СкандиУзор синий,100004626,"4,00","900,00","1500,00"
Р-5414,КотоМикс,100004614,"2,00","900,00","1500,00"
Р-5414,МиМиМишки голубой,100004617,"4,00","900,00","1500,00"
Р-5414,МиМиМишки розовый,100004618,"3,00","900,00","1500,00"
Р-5414,Коты бирюзовые,100004615,"4,00","900,00","1500,00"
Р-5414,Мороженное мята,100004619,"3,00","900,00","1500,00"
Р-5414,ПарижЛюбовь голубой,100004621,"1,00","900,00","1500,00"
Р-5414,СовыЭтно беж,100004629,"3,00","900,00","1500,00"
Р-5414,Жирафики беж,100004608,"1,00","900,00","1500,00"
Р-5414,СкандиУзор мята,100004624,"4,00","900,00","1500,00"
Р-5414,СовыЛес серый,100004628,"3,00","900,00","1500,00"
Р-5414,Птички голубые,100004623,"3,00","900,00","1500,00"
Р-5414,КантриРозы синие,100004612,"3,00","900,00","1500,00"
Р-5414,КантриРозы капучино,100004610,"1,00","900,00","1500,00"
Р-5414,ФастФуд,100004630,"4,00","900,00","1500,00"
Р-5414,КантриРозы черные,100004613,"1,00","900,00","1500,00"
Р-5414,ПарижЛюбовь ваниль,100004622,"4,00","900,00","1500,00"
Р-5414,СовыЛес зеленый,100004627,"4,00","900,00","1500,00"
Р-5414,СкандиУзор розовый,100004625,"4,00","900,00","1500,00"
Р-5414,Коты синие,100004616,0,"900,00","1500,00"
Р-5414,Мороженное розовый,100004620,"3,00","900,00","1500,00"
Р-5414,Кактусы,100004609,"4,00","900,00","1500,00"
Р-5414,Вишенки черно-красные,100004607,"3,00","900,00","1500,00"
Р-5414,Джинс голубой светлый,100004643,"10,00","900,00","1500,00"
Р-5414,ДжинсЗвезды синий,100004647,"5,00","900,00","1500,00"
Р-5414,Джинс синий,100004644,"8,00","900,00","1500,00"
Р-5414,Джинс синий светлый,100004645,"9,00","900,00","1500,00"
Р-5414,ДжинсЦветочки голубой,100004649,"10,00","900,00","1500,00"
Р-5414,Джинс черный,100004646,"8,00","900,00","1500,00"
Р-5414,ДжинсОлень синий,100004648,"4,00","900,00","1500,00"
Р-5424,ОлениЕлки беж-бел,100003994,"9,00","1200,00","2000,00"
Р-5424,ОлениЕлки красный,100003995,"10,00","1200,00","2000,00"
Р-5424,Снежинки беж-бел-бордо,100003996,"10,00","1200,00","2000,00"
Р-5424,Снежинки беж-красный,100003997,"10,00","1200,00","2000,00"
Р-5424,Джинс голубой светлый,100003987,"1,00","1200,00","2000,00"
Р-5424,ДжинсЗвезды синий,100003991,"6,00","1200,00","2000,00"
Р-5424,ДжинсОлень синий,100003992,"9,00","1200,00","2000,00"
Р-5424,ДжинсЦветочки голубой,100003993,"10,00","1200,00","2000,00"
Р-5424,Джинс черный,100003990,"10,00","1200,00","2000,00"
Р-5424,Джинс синий,100003988,"6,00","1200,00","2000,00"
Р-5424,Алфавит,000003087,"6,00","1200,00","2000,00"
Р-5424,Леопард желтый,000003093,"2,00","1200,00","2000,00"
Р-5424,Леопард розовый,000003094,"5,00","1200,00","2000,00"
Р-5424,МиМиМишки голубой,000003095,"4,00","1200,00","2000,00"
Р-5424,МиМиМишки розовый,000003096,0,"1200,00","2000,00"
Р-5424,Овечки голубой,000003097,"10,00","1200,00","2000,00"
Р-5424,Овечки мята,000003098,"10,00","1200,00","2000,00"
Р-5424,КотоМикс,000003092,"10,00","1200,00","2000,00"
Р-5424,ПарижЛюбовь,000003103,0,"1200,00","2000,00"
Р-5424,СкандиУзор мята,000003100,"8,00","1200,00","2000,00"
Р-5424,СкандиУзор розовый,000003101,"7,00","1200,00","2000,00"
